GAME_DATE,SEASON_ID,team,elo_before,is_home,season_label
2025-03-17,22024,DEN,1610.074420879588,0,2024-25
2025-03-19,22024,DEN,1621.1618812938204,0,2024-25
2025-03-21,22024,DEN,1610.3653791474076,0,2024-25
2025-03-23,22024,DEN,1590.9046749271135,0,2024-25
2025-03-24,22024,DEN,1599.1131445892308,1,2024-25
2025-03-26,22024,DEN,1582.293734095242,1,2024-25
2025-03-28,22024,DEN,1590.8777417254787,1,2024-25
2025-04-01,22024,DEN,1595.8069675919664,1,2024-25
2025-04-02,22024,DEN,1591.567372382512,1,2024-25
2025-04-04,22024,DEN,1575.24593293845,0,2024-25
2025-04-06,22024,DEN,1565.6998763439449,1,2024-25
2025-04-09,22024,DEN,1557.84414857437,0,2024-25
2025-04-11,22024,DEN,1566.6975034611514,1,2024-25
2025-04-13,22024,DEN,1573.297114026293,0,2024-25
2025-10-23,22025,DEN,1554.510135080798,0,2025-26
2025-10-25,22025,DEN,1548.6935374269813,1,2025-26
2025-10-27,22025,DEN,1558.230453563218,0,2025-26
2025-10-29,22025,DEN,1574.0675726563184,1,2025-26
2025-10-31,22025,DEN,1581.292828187755,0,2025-26
2025-11-03,22025,DEN,1576.4969565140786,1,2025-26
2025-11-05,22025,DEN,1580.7287098245056,1,2025-26
2025-11-07,22025,DEN,1587.7442206258304,1,2025-26
2025-11-08,22025,DEN,1602.182566144071,1,2025-26
2025-11-11,22025,DEN,1609.2271762512687,0,2025-26
2025-11-12,22025,DEN,1617.7626285929334,0,2025-26
2025-11-15,22025,DEN,1628.138272437027,0,2025-26
2025-11-17,22025,DEN,1639.859197604922,1,2025-26
2025-11-19,22025,DEN,1630.2697419790002,0,2025-26
2025-11-21,22025,DEN,1632.9455544067746,0,2025-26
2025-11-22,22025,DEN,1639.4708147690333,1,2025-26
2025-11-24,22025,DEN,1623.857427672889,0,2025-26
2025-11-28,22025,DEN,1630.6976051453628,1,2025-26
2025-11-29,22025,DEN,1621.8770295698712,0,2025-26
2025-12-01,22025,DEN,1634.9937234302572,1,2025-26
2025-12-03,22025,DEN,1611.9832094838223,0,2025-26
2025-12-05,22025,DEN,1619.0583259821951,0,2025-26
2025-12-07,22025,DEN,1622.0661361822,0,2025-26
2025-12-11,22025,DEN,1626.2562708807206,0,2025-26
2025-12-15,22025,DEN,1636.9891852429894,1,2025-26
2025-12-18,22025,DEN,1641.41264148014,1,2025-26
2025-12-20,22025,DEN,1647.9131906956436,1,2025-26
2025-12-22,22025,DEN,1630.6041868954023,1,2025-26
2025-12-23,22025,DEN,1635.446473284584,0,2025-26
2025-12-25,22025,DEN,1628.9652325385048,1,2025-26
2025-12-27,22025,DEN,1633.8201219312,0,2025-26
2025-12-29,22025,DEN,1628.8824563383762,0,2025-26
2025-12-31,22025,DEN,1605.3233691469604,0,2025-26
2026-01-02,22025,DEN,1609.5208505068404,0,2025-26
2026-01-04,22025,DEN,1602.099948579146,0,2025-26
2026-01-05,22025,DEN,1583.162499522925,0,2025-26
2026-01-07,22025,DEN,1586.524014280934,0,2025-26
2026-01-09,22025,DEN,1595.3348688888796,1,2025-26
2026-01-11,22025,DEN,1563.9054483456382,1,2025-26
2026-01-13,22025,DEN,1567.2300525223675,0,2025-26
2026-01-14,22025,DEN,1570.855265193637,0,2025-26
2026-01-17,22025,DEN,1577.22416024799,1,2025-26
2026-01-18,22025,DEN,1578.9318795644676,1,2025-26
2026-01-20,22025,DEN,1551.061558835014,1,2025-26
2026-01-22,22025,DEN,1538.1221200012462,0,2025-26
2026-01-23,22025,DEN,1542.806993593092,0,2025-26
2026-01-27,22025,DEN,1546.6918707909404,1,2025-26
2026-01-29,22025,DEN,1542.4818660284493,1,2025-26
2026-01-30,22025,DEN,1544.5027409680408,1,2025-26
2026-02-01,22025,DEN,1554.907633413002,1,2025-26
2026-02-03,22025,DEN,1547.3720383482516,0,2025-26
2026-02-04,22025,DEN,1544.2469095614824,0,2025-26
2026-02-07,22025,DEN,1538.437127125172,0,2025-26
2026-02-09,22025,DEN,1549.5652658964502,1,2025-26
2026-02-11,22025,DEN,1545.062635564111,1,2025-26
2026-02-19,22025,DEN,1548.8630588770077,0,2025-26
2026-02-20,22025,DEN,1545.5582016579906,0,2025-26
2026-02-22,22025,DEN,1579.3478322406472,0,2025-26
2026-02-25,22025,DEN,1567.966707317492,1,2025-26
2026-02-27,22025,DEN,1586.306830814853,0,2025-26
2026-03-01,22025,DEN,1581.897957642726,1,2025-26
2026-03-02,22025,DEN,1569.6602514312096,0,2025-26
2026-03-05,22025,DEN,1571.9363668288825,1,2025-26
2026-03-06,22025,DEN,1577.9203411283115,1,2025-26
2026-03-09,22025,DEN,1552.6774054816156,0,2025-26
2026-03-11,22025,DEN,1550.222320357343,1,2025-26
2026-03-12,22025,DEN,1574.0025495472603,0,2025-26
2026-03-14,22025,DEN,1586.2691309343684,0,2025-26
2026-03-17,22025,DEN,1581.939064898046,1,2025-26
2026-03-18,22025,DEN,1593.364431942843,0,2025-26
2026-03-20,22025,DEN,1578.7756403052142,1,2025-26
2026-03-22,22025,DEN,1584.1933995952745,1,2025-26
2026-03-24,22025,DEN,1591.8535359373836,0,2025-26
2026-03-25,22025,DEN,1596.3805635628937,1,2025-26
2026-03-27,22025,DEN,1598.5136192672887,1,2025-26
2026-03-29,22025,DEN,1599.8614721978872,1,2025-26
2026-04-01,22025,DEN,1607.871955878829,0,2025-26
2026-04-04,22025,DEN,1611.2415640956267,1,2025-26
2026-04-06,22025,DEN,1617.7570543986087,1,2025-26
2026-04-08,22025,DEN,1621.4429075709668,1,2025-26
2026-04-10,22025,DEN,1623.9587164471948,1,2025-26
2026-04-12,22025,DEN,1646.0691391259288,0,2025-26
2020-12-23,22020,DET,1500.0,0,2020-21
2020-12-26,22020,DET,1491.447791489585,1,2020-21
2020-12-28,22020,DET,1480.446389205955,0,2020-21
2020-12-29,22020,DET,1474.3966478601783,1,2020-21
2021-01-01,22020,DET,1461.773719249446,1,2020-21
2021-01-03,22020,DET,1467.1191840749934,1,2020-21
2021-01-04,22020,DET,1461.8763005112917,0,2020-21
2021-01-06,22020,DET,1455.805108449861,0,2020-21
2021-01-08,22020,DET,1448.362274124691,1,2020-21
2021-01-10,22020,DET,1456.6920421539453,1,2020-21
2021-01-13,22020,DET,1446.6246348153736,1,2020-21
2021-01-16,22020,DET,1439.070719313479,0,2020-21
2021-01-18,22020,DET,1461.044462188036,0,2020-21
2021-01-20,22020,DET,1454.5102980847894,0,2020-21
2021-01-22,22020,DET,1448.5785680608228,1,2020-21
2021-01-23,22020,DET,1443.970572274657,1,2020-21
2021-01-25,22020,DET,1438.7673434406247,1,2020-21
2021-01-27,22020,DET,1455.3717560332425,0,2020-21
2021-01-28,22020,DET,1444.4787336618815,1,2020-21
2021-01-30,22020,DET,1464.132797763924,0,2020-21
2021-02-02,22020,DET,1448.5108197649863,0,2020-21
2021-02-05,22020,DET,1443.7384138956295,0,2020-21
2021-02-06,22020,DET,1434.6876182909846,0,2020-21
2021-02-09,22020,DET,1431.9631542129398,1,2020-21
2021-02-11,22020,DET,1444.9255379835067,1,2020-21
2021-02-12,22020,DET,1430.9853571287765,0,2020-21
2021-02-14,22020,DET,1443.1046408045734,1,2020-21
2021-02-17,22020,DET,1454.015741838279,0,2020-21
2021-02-19,22020,DET,1450.02857800242,0,2020-21
2021-02-21,22020,DET,1441.1948527968302,0,2020-21
2021-02-23,22020,DET,1432.3913107962558,0,2020-21
2021-02-24,22020,DET,1445.979677302177,0,2020-21
2021-02-26,22020,DET,1439.0255126635873,1,2020-21
2021-02-28,22020,DET,1431.3162004706314,1,2020-21
2021-03-03,22020,DET,1416.70869502254,0,2020-21
2021-03-04,22020,DET,1448.6890948423647,0,2020-21
2021-03-11,22020,DET,1441.7922623576965,0,2020-21
2021-03-13,22020,DET,1438.1562144168315,0,2020-21
2021-03-15,22020,DET,1435.3443431395765,1,2020-21
2021-03-17,22020,DET,1425.218331520578,1,2020-21
2021-03-19,22020,DET,1431.568131192818,0,2020-21
2021-03-21,22020,DET,1441.27141233647,1,2020-21
2021-03-24,22020,DET,1428.3302641858668,0,2020-21
2021-03-26,22020,DET,1424.232522368893,1,2020-21
2021-03-27,22020,DET,1421.1917418242597,0,2020-21
2021-03-29,22020,DET,1410.0941211543363,1,2020-21
2021-03-31,22020,DET,1422.439321484368,1,2020-21
2021-04-01,22020,DET,1406.5752119249817,1,2020-21
2021-04-03,22020,DET,1425.3096827205625,1,2020-21
2021-04-05,22020,DET,1398.054810057556,0,2020-21
2021-04-06,22020,DET,1418.8828884554496,0,2020-21
2021-04-08,22020,DET,1414.5840323086006,0,2020-21
2021-04-10,22020,DET,1429.442158803767,0,2020-21
2021-04-11,22020,DET,1421.5928357206333,0,2020-21
2021-04-14,22020,DET,1419.0544415355266,1,2020-21
2021-04-16,22020,DET,1416.7726564362586,1,2020-21
2021-04-17,22020,DET,1420.609033495023,0,2020-21
2021-04-19,22020,DET,1407.7563960334885,1,2020-21
2021-04-21,22020,DET,1412.547027633447,0,2020-21
2021-04-22,22020,DET,1407.505369124575,0,2020-21
2021-04-24,22020,DET,1399.4183524300545,0,2020-21
2021-04-26,22020,DET,1394.8527641765131,1,2020-21
2021-04-29,22020,DET,1414.3287766131848,1,2020-21
2021-05-01,22020,DET,1407.4790077904624,0,2020-21
2021-05-03,22020,DET,1399.9518358336643,1,2020-21
2021-05-04,22020,DET,1387.169667512455,1,2020-21
2021-05-06,22020,DET,1382.2779802859463,1,2020-21
2021-05-08,22020,DET,1400.094941459042,0,2020-21
2021-05-09,22020,DET,1396.6483404251849,1,2020-21
2021-05-11,22020,DET,1386.4149597845428,1,2020-21
2021-05-14,22020,DET,1369.161276708763,1,2020-21
2021-05-16,22020,DET,1364.151048370569,1,2020-21
2021-10-20,22021,DET,1414.1932078716543,1,2021-22
2021-10-23,22021,DET,1407.3601946976487,0,2021-22
2021-10-25,22021,DET,1400.4380886025358,0,2021-22
2021-10-28,22021,DET,1394.0215487906569,0,2021-22
2021-10-30,22021,DET,1390.6801211340403,1,2021-22
2021-10-31,22021,DET,1396.547769938538,0,2021-22
2021-11-02,22021,DET,1387.9750520202342,1,2021-22
2021-11-04,22021,DET,1373.7026288171571,1,2021-22
2021-11-05,22021,DET,1368.531498433037,1,2021-22
2021-11-10,22021,DET,1364.1316065284525,0,2021-22
2021-11-12,22021,DET,1374.4254733399916,0,2021-22
2021-11-13,22021,DET,1365.209380070185,0,2021-22
2021-11-15,22021,DET,1378.431587837464,1,2021-22
2021-11-17,22021,DET,1362.697932816875,1,2021-22
2021-11-19,22021,DET,1374.977477598457,1,2021-22
2021-11-21,22021,DET,1372.662975924526,1,2021-22
2021-11-23,22021,DET,1366.453440095749,1,2021-22
2021-11-24,22021,DET,1362.1101873286648,0,2021-22
2021-11-26,22021,DET,1356.2128735505871,0,2021-22
2021-11-28,22021,DET,1352.3795882559168,0,2021-22
2021-11-30,22021,DET,1349.1782418164878,0,2021-22
2021-12-02,22021,DET,1344.0976388163826,0,2021-22
2021-12-06,22021,DET,1342.33010603077,1,2021-22
2021-12-08,22021,DET,1327.6182938690115,1,2021-22
2021-12-10,22021,DET,1323.884896731626,0,2021-22
2021-12-12,22021,DET,1316.6482765405517,1,2021-22
2021-12-16,22021,DET,1312.1545333826364,0,2021-22
2021-12-18,22021,DET,1309.0073554762296,1,2021-22
2021-12-19,22021,DET,1299.3889032247698,1,2021-22
2021-12-21,22021,DET,1318.2039147976263,0,2021-22
2021-12-23,22021,DET,1313.1536692933423,0,2021-22
2021-12-26,22021,DET,1311.6725815268544,0,2021-22
2021-12-29,22021,DET,1304.197542346858,1,2021-22
2022-01-01,22021,DET,1298.8520561209525,1,2021-22
2022-01-03,22021,DET,1305.5622248284556,0,2021-22
2022-01-05,22021,DET,1328.9953655448646,0,2021-22
2022-01-06,22021,DET,1320.3889142489093,0,2021-22
2022-01-08,22021,DET,1315.5762804899427,1,2021-22
2022-01-10,22021,DET,1321.1842025027463,1,2021-22
2022-01-11,22021,DET,1343.3080551298233,0,2021-22
2022-01-14,22021,DET,1335.1157485579286,1,2021-22
2022-01-16,22021,DET,1358.2541810551866,1,2021-22
2022-01-18,22021,DET,1351.5252684670277,0,2021-22
2022-01-19,22021,DET,1348.4973920069383,0,2021-22
2022-01-21,22021,DET,1354.8378300435618,0,2021-22
2022-01-23,22021,DET,1352.1190024417697,0,2021-22
2022-01-25,22021,DET,1349.3023314608013,1,2021-22
2022-01-28,22021,DET,1345.2206937366932,0,2021-22
2022-01-30,22021,DET,1332.108172965971,1,2021-22
2022-02-01,22021,DET,1351.7711504478166,1,2021-22
2022-02-03,22021,DET,1343.085715001792,1,2021-22
2022-02-04,22021,DET,1337.6908498466992,1,2021-22
2022-02-06,22021,DET,1333.4947235225004,0,2021-22
2022-02-08,22021,DET,1330.1859126758063,0,2021-22
2022-02-10,22021,DET,1325.045813598356,1,2021-22
2022-02-11,22021,DET,1318.9403047309654,1,2021-22
2022-02-14,22021,DET,1306.644584247994,0,2021-22
2022-02-16,22021,DET,1301.59903527745,0,2021-22
2022-02-24,22021,DET,1312.4806779803805,1,2021-22
2022-02-26,22021,DET,1322.6739431425283,1,2021-22
2022-02-27,22021,DET,1320.055090777666,0,2021-22
2022-03-01,22021,DET,1327.5993880516037,0,2021-22
2022-03-03,22021,DET,1324.5089148832433,0,2021-22
2022-03-04,22021,DET,1334.688563473294,1,2021-22
2022-03-07,22021,DET,1342.5887119449112,1,2021-22
2022-03-09,22021,DET,1351.392572067495,1,2021-22
2022-03-11,22021,DET,1346.331383147224,0,2021-22
2022-03-13,22021,DET,1344.3641745348511,1,2021-22
2022-03-15,22021,DET,1339.8626690135234,0,2021-22
2022-03-17,22021,DET,1338.0798605786003,0,2021-22
2022-03-19,22021,DET,1354.2435538450811,0,2021-22
2022-03-21,22021,DET,1351.8476886516742,1,2021-22
2022-03-23,22021,DET,1344.2365607646072,1,2021-22
2022-03-25,22021,DET,1371.0416897630887,1,2021-22
2022-03-27,22021,DET,1364.3946803551507,1,2021-22
2022-03-29,22021,DET,1361.1859993607366,0,2021-22
2022-03-31,22021,DET,1357.7696780287204,1,2021-22
2022-04-01,22021,DET,1373.2677862097205,0,2021-22
2022-04-03,22021,DET,1382.817282786423,0,2021-22
2022-04-06,22021,DET,1390.3341357026777,1,2021-22
2022-04-08,22021,DET,1381.301079362529,1,2021-22
2022-04-10,22021,DET,1369.0889971330653,0,2021-22
2022-10-19,22022,DET,1419.486133865738,1,2022-23
2022-10-21,22022,DET,1424.3116260015638,0,2022-23
2022-10-22,22022,DET,1413.7112548947505,0,2022-23
2022-10-25,22022,DET,1405.353521630516,0,2022-23
2022-10-26,22022,DET,1394.1875011438815,1,2022-23
2022-10-28,22022,DET,1389.119465243941,1,2022-23
2022-10-30,22022,DET,1376.2849990870473,1,2022-23
2022-10-31,22022,DET,1394.9717397600295,0,2022-23
2022-11-02,22022,DET,1393.2342895898375,0,2022-23
2022-11-04,22022,DET,1386.4643146622875,1,2022-23
2022-11-07,22022,DET,1375.1376543682304,1,2022-23
2022-11-09,22022,DET,1384.5171570352547,0,2022-23
2022-11-11,22022,DET,1380.9581220294042,0,2022-23
2022-11-12,22022,DET,1376.0933722791078,1,2022-23
2022-11-14,22022,DET,1372.3369960870873,1,2022-23
2022-11-17,22022,DET,1368.3906679642678,0,2022-23
2022-11-18,22022,DET,1364.9999638980617,0,2022-23
2022-11-20,22022,DET,1359.3170549234044,0,2022-23
2022-11-22,22022,DET,1355.1447579963367,0,2022-23
2022-11-23,22022,DET,1364.4855521135246,0,2022-23
2022-11-25,22022,DET,1383.9440642744112,0,2022-23
2022-11-27,22022,DET,1381.768596946261,1,2022-23
2022-11-29,22022,DET,1376.3631257307354,1,2022-23
2022-12-01,22022,DET,1358.8212746498607,1,2022-23
2022-12-04,22022,DET,1370.4240356023536,1,2022-23
2022-12-06,22022,DET,1364.7950016906282,0,2022-23
2022-12-07,22022,DET,1395.0887500744225,0,2022-23
2022-12-09,22022,DET,1392.5703703412842,0,2022-23
2022-12-11,22022,DET,1388.9102988407417,1,2022-23
2022-12-14,22022,DET,1381.1103105784312,0,2022-23
2022-12-16,22022,DET,1391.8001989288628,1,2022-23
2022-12-18,22022,DET,1384.601162992638,1,2022-23
2022-12-20,22022,DET,1381.2274600995029,1,2022-23
2022-12-21,22022,DET,1371.3269927269555,0,2022-23
2022-12-23,22022,DET,1366.2253228466475,0,2022-23
2022-12-26,22022,DET,1357.1827331586064,1,2022-23
2022-12-28,22022,DET,1349.7051984872987,1,2022-23
2022-12-30,22022,DET,1367.580629854781,0,2022-23
2022-12-31,22022,DET,1361.026416383026,0,2022-23
2023-01-02,22022,DET,1380.5213013366076,0,2022-23
2023-01-04,22022,DET,1367.8617343600351,0,2022-23
2023-01-06,22022,DET,1378.5122899480202,0,2022-23
2023-01-08,22022,DET,1368.4167059945482,1,2022-23
2023-01-10,22022,DET,1362.4792911230518,0,2022-23
2023-01-11,22022,DET,1356.0418501830857,1,2022-23
2023-01-13,22022,DET,1375.972555196081,1,2022-23
2023-01-15,22022,DET,1371.681944682466,1,2022-23
2023-01-19,22022,DET,1365.0388768313271,1,2022-23
2023-01-23,22022,DET,1354.1928409435109,1,2022-23
2023-01-26,22022,DET,1343.610848822153,0,2022-23
2023-01-28,22022,DET,1363.1404358178704,1,2022-23
2023-01-30,22022,DET,1355.15237716693,0,2022-23
2023-02-03,22022,DET,1351.5959175662874,1,2022-23
2023-02-04,22022,DET,1359.1504204751172,1,2022-23
2023-02-06,22022,DET,1349.793843423858,1,2022-23
2023-02-08,22022,DET,1345.333380374923,0,2022-23
2023-02-10,22022,DET,1340.3985496161486,1,2022-23
2023-02-12,22022,DET,1346.1534707904318,0,2022-23
2023-02-15,22022,DET,1344.5846039672435,0,2022-23
2023-02-23,22022,DET,1341.5017639776624,0,2022-23
2023-02-25,22022,DET,1339.2851814003357,1,2022-23
2023-02-27,22022,DET,1335.669519331713,0,2022-23
2023-03-01,22022,DET,1329.0031817770157,1,2022-23
2023-03-04,22022,DET,1326.1856811756843,0,2022-23
2023-03-06,22022,DET,1322.0654178259629,1,2022-23
2023-03-07,22022,DET,1315.751236292582,1,2022-23
2023-03-09,22022,DET,1313.0690972644788,1,2022-23
2023-03-11,22022,DET,1304.192126230235,1,2022-23
2023-03-13,22022,DET,1298.2963947229666,1,2022-23
2023-03-14,22022,DET,1319.7980617372773,0,2022-23
2023-03-16,22022,DET,1313.5478960383257,1,2022-23
2023-03-19,22022,DET,1306.970828193468,1,2022-23
2023-03-21,22022,DET,1300.9525431237355,0,2022-23
2023-03-24,22022,DET,1294.9288152099875,0,2022-23
2023-03-27,22022,DET,1290.3185578197697,1,2022-23
2023-03-29,22022,DET,1287.8115339134745,0,2022-23
2023-03-31,22022,DET,1286.6447912745132,0,2022-23
2023-04-02,22022,DET,1280.2837724603598,0,2022-23
2023-04-04,22022,DET,1273.9074490395562,1,2022-23
2023-04-05,22022,DET,1267.9101792612412,1,2022-23
2023-04-07,22022,DET,1262.191733475231,0,2022-23
2023-04-09,22022,DET,1276.7879975205742,0,2022-23
2023-10-25,22023,DET,1363.6870234960377,0,2023-24
2023-10-27,22023,DET,1362.054059564428,0,2023-24
2023-10-28,22023,DET,1379.719893634198,1,2023-24
2023-10-30,22023,DET,1398.1075398323587,0,2023-24
2023-11-01,22023,DET,1392.2517616203943,1,2023-24
2023-11-02,22023,DET,1380.6653298361937,0,2023-24
2023-11-05,22023,DET,1376.5197623782003,1,2023-24
2023-11-06,22023,DET,1367.5606482331723,1,2023-24
2023-11-08,22023,DET,1362.0639025451565,0,2023-24
2023-11-10,22023,DET,1360.33912067241,1,2023-24
2023-11-12,22023,DET,1356.5787411649967,0,2023-24
2023-11-14,22023,DET,1351.4255987585157,1,2023-24
2023-11-17,22023,DET,1346.9004547970696,0,2023-24
2023-11-19,22023,DET,1343.8018213628145,0,2023-24
2023-11-20,22023,DET,1335.709582561878,1,2023-24
2023-11-24,22023,DET,1332.8093623297118,0,2023-24
2023-11-27,22023,DET,1325.385946606582,1,2023-24
2023-11-29,22023,DET,1309.3950120824516,1,2023-24
2023-11-30,22023,DET,1299.0703670059895,0,2023-24
2023-12-02,22023,DET,1297.411437547811,1,2023-24
2023-12-06,22023,DET,1292.8068443767245,1,2023-24
2023-12-08,22023,DET,1284.5809552156268,0,2023-24
2023-12-11,22023,DET,1278.9075896112506,1,2023-24
2023-12-13,22023,DET,1275.0648845118974,1,2023-24
2023-12-15,22023,DET,1271.3096504301298,0,2023-24
2023-12-16,22023,DET,1268.248417798666,0,2023-24
2023-12-18,22023,DET,1264.5894402454771,0,2023-24
2023-12-21,22023,DET,1262.4746154840027,1,2023-24
2023-12-23,22023,DET,1256.124857871423,0,2023-24
2023-12-26,22023,DET,1253.1452362999196,1,2023-24
2023-12-28,22023,DET,1249.721883764972,0,2023-24
2023-12-30,22023,DET,1249.1517141495767,1,2023-24
2024-01-01,22023,DET,1257.2234190865202,0,2023-24
2024-01-03,22023,DET,1252.2242937014498,0,2023-24
2024-01-05,22023,DET,1249.8980948954872,0,2023-24
2024-01-07,22023,DET,1248.4549811561917,0,2023-24
2024-01-09,22023,DET,1246.3553093433625,1,2023-24
2024-01-10,22023,DET,1239.5936329906317,1,2023-24
2024-01-12,22023,DET,1222.002987967583,1,2023-24
2024-01-15,22023,DET,1220.0518058240375,0,2023-24
2024-01-17,22023,DET,1240.429782211342,1,2023-24
2024-01-20,22023,DET,1238.7136128164125,1,2023-24
2024-01-22,22023,DET,1236.83102430321,1,2023-24
2024-01-24,22023,DET,1234.510171221653,1,2023-24
2024-01-27,22023,DET,1243.4883877812308,1,2023-24
2024-01-28,22023,DET,1231.5023894339215,1,2023-24
2024-01-31,22023,DET,1268.1132225657316,0,2023-24
2024-02-02,22023,DET,1267.0530154447958,1,2023-24
2024-02-04,22023,DET,1264.9920219489225,1,2023-24
2024-02-07,22023,DET,1260.053996451521,0,2023-24
2024-02-08,22023,DET,1288.4849609747037,0,2023-24
2024-02-10,22023,DET,1299.990652132059,0,2023-24
2024-02-13,22023,DET,1298.971004763101,0,2023-24
2024-02-14,22023,DET,1295.0353973448653,0,2023-24
2024-02-22,22023,DET,1292.3415346774943,0,2023-24
2024-02-24,22023,DET,1288.8384212914498,1,2023-24
2024-02-26,22023,DET,1286.4073146795158,0,2023-24
2024-02-27,22023,DET,1285.4603113113287,0,2023-24
2024-03-01,22023,DET,1307.2209251985537,1,2023-24
2024-03-03,22023,DET,1304.2726014228172,0,2023-24
2024-03-05,22023,DET,1299.4193874262253,0,2023-24
2024-03-07,22023,DET,1297.3735409443427,1,2023-24
2024-03-09,22023,DET,1308.2308141791796,1,2023-24
2024-03-11,22023,DET,1300.4771282333236,1,2023-24
2024-03-13,22023,DET,1313.1730616789605,1,2023-24
2024-03-15,22023,DET,1323.7229242078463,1,2023-24
2024-03-17,22023,DET,1317.436200492938,1,2023-24
2024-03-18,22023,DET,1314.7372526367233,0,2023-24
2024-03-20,22023,DET,1313.1406124959822,1,2023-24
2024-03-22,22023,DET,1305.9761535088153,1,2023-24
2024-03-24,22023,DET,1303.140199585794,1,2023-24
2024-03-25,22023,DET,1299.6530899479071,0,2023-24
2024-03-27,22023,DET,1295.5405024990098,0,2023-24
2024-03-29,22023,DET,1293.822737078264,0,2023-24
2024-04-01,22023,DET,1305.4132191561987,1,2023-24
2024-04-03,22023,DET,1299.992922104076,0,2023-24
2024-04-05,22023,DET,1297.009374210244,0,2023-24
2024-04-06,22023,DET,1287.0535601276551,0,2023-24
2024-04-09,22023,DET,1282.6985617116657,0,2023-24
2024-04-11,22023,DET,1278.3347038665354,1,2023-24
2024-04-12,22023,DET,1268.5293925678614,0,2023-24
2024-04-14,22023,DET,1311.725113647566,0,2023-24
2024-10-23,22024,DET,1379.7714623007837,1,2024-25
2024-10-25,22024,DET,1375.1516043106517,0,2024-25
2024-10-26,22024,DET,1370.1813841930634,1,2024-25
2024-10-28,22024,DET,1367.4881671704377,0,2024-25
2024-10-30,22024,DET,1363.7734084636272,0,2024-25
2024-11-01,22024,DET,1381.79837383665,1,2024-25
2024-11-03,22024,DET,1369.5015739627108,0,2024-25
2024-11-04,22024,DET,1389.8188730790737,1,2024-25
2024-11-06,22024,DET,1406.3988505135292,0,2024-25
2024-11-08,22024,DET,1402.7571593108023,1,2024-25
2024-11-10,22024,DET,1406.8784679565224,1,2024-25
2024-11-12,22024,DET,1403.2526441403324,1,2024-25
2024-11-13,22024,DET,1409.2296057431367,0,2024-25
2024-11-15,22024,DET,1403.920395781582,0,2024-25
2024-11-17,22024,DET,1410.1282314703128,0,2024-25
2024-11-18,22024,DET,1424.2206657108084,1,2024-25
2024-11-21,22024,DET,1412.325025999525,0,2024-25
2024-11-23,22024,DET,1408.0658897009844,0,2024-25
2024-11-25,22024,DET,1403.2113604507465,1,2024-25
2024-11-27,22024,DET,1406.6267235742168,0,2024-25
2024-11-29,22024,DET,1398.1038794908684,0,2024-25
2024-11-30,22024,DET,1427.8336271126689,1,2024-25
2024-12-03,22024,DET,1410.5291506778026,1,2024-25
2024-12-04,22024,DET,1396.6217563715218,0,2024-25
2024-12-07,22024,DET,1394.6788529718904,0,2024-25
2024-12-12,22024,DET,1414.8189696065149,0,2024-25
2024-12-16,22024,DET,1410.7331859500543,1,2024-25
2024-12-19,22024,DET,1416.3962802793396,1,2024-25
2024-12-21,22024,DET,1404.516611123344,0,2024-25
2024-12-23,22024,DET,1419.776476640247,0,2024-25
2024-12-26,22024,DET,1428.4894383459591,0,2024-25
2024-12-28,22024,DET,1434.1737807687805,0,2024-25
2025-01-01,22024,DET,1428.5857112564136,1,2024-25
2025-01-03,22024,DET,1440.7105391403377,1,2024-25
2025-01-04,22024,DET,1443.6636118093038,1,2024-25
2025-01-06,22024,DET,1459.4708650485654,1,2024-25
2025-01-08,22024,DET,1462.3204763741185,0,2024-25
2025-01-09,22024,DET,1473.671917135808,1,2024-25
2025-01-11,22024,DET,1467.4795549450778,1,2024-25
2025-01-13,22024,DET,1471.814326194302,0,2024-25
2025-01-16,22024,DET,1484.137734323001,1,2024-25
2025-01-18,22024,DET,1474.699707671515,1,2024-25
2025-01-20,22024,DET,1467.5198743662463,0,2024-25
2025-01-22,22024,DET,1487.5366951178162,0,2024-25
2025-01-25,22024,DET,1500.5520418976598,0,2024-25
2025-01-27,22024,DET,1490.8638750321577,0,2024-25
2025-01-29,22024,DET,1484.7986882976927,0,2024-25
2025-01-31,22024,DET,1477.6972878772128,1,2024-25
2025-02-02,22024,DET,1491.7093122143071,1,2024-25
2025-02-03,22024,DET,1497.4834233599124,1,2024-25
2025-02-05,22024,DET,1490.5498213653034,1,2024-25
2025-02-07,22024,DET,1487.388462553807,1,2024-25
2025-02-09,22024,DET,1496.2944294588233,1,2024-25
2025-02-11,22024,DET,1499.9479526952114,0,2024-25
2025-02-12,22024,DET,1523.2378005645878,0,2024-25
2025-02-21,22024,DET,1534.0580306013862,0,2024-25
2025-02-23,22024,DET,1546.967682063551,0,2024-25
2025-02-24,22024,DET,1552.861163572873,1,2024-25
2025-02-26,22024,DET,1560.052732017173,1,2024-25
2025-02-28,22024,DET,1581.7332831517735,1,2024-25
2025-03-01,22024,DET,1567.1678620577818,1,2024-25
2025-03-03,22024,DET,1572.3926634248453,0,2024-25
2025-03-05,22024,DET,1583.33374945726,0,2024-25
2025-03-08,22024,DET,1573.5065533922907,0,2024-25
2025-03-09,22024,DET,1567.5790919781227,0,2024-25
2025-03-11,22024,DET,1575.208854998098,1,2024-25
2025-03-13,22024,DET,1578.1783593367682,1,2024-25
2025-03-15,22024,DET,1562.444383222813,1,2024-25
2025-03-17,22024,DET,1558.2633362579584,0,2024-25
